ID_SERIE;TIPO_PROVA;DISCIPLINA;ID_SERIE_ITEM;ID_BLOCO;ID_POSICAO;ID_ITEM;ID_DESCRITOR_HABILIDADE;GABARITO
9;Prova Regular;MT;9;5;10;109581;D3;D
9;Prova Regular;MT;9;5;11;110581;D4;D
9;Prova Regular;MT;9;5;12;46121;D11;B
9;Prova Regular;MT;9;5;13;112432;D18;B
9;Prova Regular;MT;9;6;1;46114;D22;A
9;Prova Regular;MT;9;6;2;67305;D13;B
9;Prova Regular;MT;9;6;3;34936;D9;C
9;Prova Regular;MT;9;6;4;65597;D20;C
9;Prova Regular;MT;9;6;5;45455;D37;D
9;Prova Regular;MT;9;6;6;28861;D26;B
9;Prova Regular;MT;5;6;7;95372;D14;C
9;Prova Regular;MT;5;6;8;28250;D23;B
9;Prova Regular;MT;5;6;9;22393;D6;C
9;Prova Regular;MT;9;6;10;110174;D3;D
9;Prova Regular;MT;9;6;11;110496;D28;A
9;Prova Regular;MT;9;6;12;110352;D10;B
9;Prova Regular;MT;9;6;13;47085;D21;A
9;Prova Regular;MT;9;7;1;66364;D16;C
9;Prova Regular;MT;9;7;2;110466;D36;B
9;Prova Regular;MT;9;7;3;46383;D21;A
9;Prova Regular;MT;9;7;4;45428;D37;C
9;Prova Regular;MT;9;7;5;34891;D1;D
9;Prova Regular;MT;9;7;6;47087;D22;D
9;Prova Regular;MT;5;7;7;95718;D25;C
9;Prova Regular;MT;5;7;8;34815;D3;A
9;Prova Regular;MT;5;7;9;28709;D20;D
9;Prova Regular;MT;9;7;10;109731;D29;D
9;Prova Regular;MT;9;7;11;110193;D12;B
9;Prova Regular;MT;9;7;12;111357;D8;D
9;Prova Regular;MT;9;7;13;46644;D35;A
